"ID_REF"	"GSM4869092"	"GSM4869093"	"GSM4869094"	"GSM4869095"	"GSM4869096"	"GSM4869097"	"GSM4869098"	"GSM4869099"	"GSM4869100"	"GSM4869101"	"GSM4869102"	"GSM4869103"	"GSM4869104"	"GSM4869105"	"GSM4869106"	"GSM4869107"	"GSM4869108"	"GSM4869109"	"GSM4869110"	"GSM4869111"	"GSM4869112"	"GSM4869113"	"GSM4869114"	"GSM4869115"	"GSM4869116"	"GSM4869117"	"GSM4869118"	"GSM4869119"	"GSM4869120"	"GSM4869121"	"GSM4869122"	"GSM4869123"	"GSM4869124"	"GSM4869125"	"GSM4869126"	"GSM4869127"	"GSM4869128"	"GSM4869129"	"GSM4869130"	"GSM4869131"	"GSM4869132"	"GSM4869133"	"GSM4869134"	"GSM4869135"	"GSM4869136"	"GSM4869137"	"GSM4869138"
"PSEN2"	7.9715	8.5038	8.0279	8.7977	7.5392	8.3174	8.1189	8.7108	8.6511	7.8826	8.0224	8.1849	8.8978	7.4757	8.0821	8.7142	8.6689	7.8329	8.0928	8.375	8.5038	7.7415	8.1548	8.4136	8.7108	7.8265	7.9009	8.0168	8.388	7.3923	8.0224	8.8948	8.3837	7.6221	7.9542	8.4878	8.388	7.5314	7.9069	8.6475	7.7004	7.7211	8.0056	8.4838	8.3837	7.6653	7.8826
"PSMB8"	7.0875	6.5078	7.0553	6.3398	7.3487	4.6439	7.3663	5.8826	6.7682	7.7482	7.1396	6.1898	5.8074	7.9542	7.3487	6.8329	6.5392	7.5774	6.7279	6.1898	6.1085	8.7649	6.8826	5.9542	6.8704	7.7814	6.6865	6.3576	6.0661	8.2192	7.8202	5.4919	5.7549	8.0334	7.9129	6.0875	6.8826	7.585	7.4757	6.5236	8.3264	8.1599	7.1189	6.3038	7.6439	8.5314	7.0661
"PTEN"	10.937	11.312	10.94	12.207	10.727	12.095	10.782	11.917	11.313	9.9009	11.545	12.452	11.152	10.358	11.525	12.331	11.976	10.682	11.53	12.496	11.755	11.065	11.052	12.2	11.756	10.893	11.431	12.28	11.67	10.45	10.607	11.045	11.83	10.854	10.716	12.169	11.747	11.024	10.727	11.926	10.54	10.706	11.144	12.433	12.114	10.872	11.379
"PTGER2"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.9542	4.3219	5.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"PTGER3"	7.1293	4.3219	6.2288	4.3219	8.0279	4.3219	6.3398	4.3219	4.3219	7.6221	6.0444	4.3219	4.3219	7.4263	5.7549	4.3219	4.3219	5.858	5.8074	4.3219	4.3219	4.3219	5.5546	4.3219	4.3219	6.3576	7.2574	4.3219	4.3219	6.7279	7.1997	4.585	4.3219	6.3923	6.6724	4.3219	4.3219	5.8329	6.1085	4.3219	4.3219	4.3219	5.4594	4.3219	4.3219	6.4919	4.858
"PTGER4"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	6.7549	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	6.3923	6.5392	4.3219	4.3219	4.3219	4.3219	4.3219
"PTGS2"	5.8329	4.3219	8.6073	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.6724	4.3219	4.3219	4.3219	6.2854	4.3219	4.3219	5.3576	5.4594	4.3219	4.3219	4.3219	5.7004	4.3219	4.3219	5.585	5.9542	4.3219	4.3219	5.7279	4.3219	4.3219	4.3219	5.1293	6.1085	4.3219	4.3219	5.9542	5.4263	4.3219	4.3219	4.3219	5.4263	4.3219	4.3219	6.7814	5.8074
"PTMS"	10.775	11.421	10.879	11.006	11.3	11.092	11.059	10.782	11.012	11.24	10.725	11.19	11.567	11.901	10.95	11.413	11.097	11.166	10.836	11.221	10.572	11.069	10.81	11.149	10.858	10.943	10.613	11.195	10.731	11.036	11.561	11.489	11.284	11.433	11.233	11.057	11.179	11.169	10.916	10.989	11.239	11.24	10.981	11.159	10.611	10.765	10.772
"PTPN6"	5.3576	5.9307	5.9773	5.2479	6.1497	5.4263	4.3219	5.4594	6.4429	6.9189	5.7004	5.3219	6.6582	7.8887	5.2479	4.7004	5.6724	6.4094	5.2854	5.2479	5.0875	8.0112	5.5236	4.9542	6.375	7.0553	4.9069	4.9069	5.7279	6.6724	7.7879	6.6439	5.6147	6.9887	4.3219	5.1293	6.5236	6.4594	5.0875	4.9069	7.858	7.9542	5.7279	4.585	5.7279	7.1898	5.6724
"PTPRC"	5	5.7814	5.2854	4.5236	4.3219	4.3219	5.7004	4.3219	5.8329	5.8074	5.2095	4.585	4.8074	7.1293	5.2095	4.7004	4.585	6.0661	5.1699	4.5236	4.3219	7.7004	5.3219	4.3219	5.7549	6.2479	4.7549	4.5236	4.858	6.2854	4.3219	4.858	4.585	5.8826	4.3219	4.8074	5.5236	6	4.3219	4.9069	4.3219	6.6147	4.858	4.3219	5.6147	6.7142	4.858
"PTTG1"	7.3576	6.375	7.1699	6.6582	6.9658	6.6439	7.2288	6.4094	5.9069	7.2574	7.8265	6.0875	6.9189	7.1799	7.4429	5.8826	6.1085	7.0768	7.9307	5.9773	6.6439	6.3923	6.9189	6.0444	6.1898	7.4263	7.5157	6.0661	6.2854	6.6439	7.1997	6.4757	6.1699	6.7004	6.7682	6.0875	6.5078	7.0224	6.8948	6.0224	6.9425	4.3219	7.3398	6.5392	6.1293	7.2288	7.4998
"PTX3"	5.0444	6.1699	5.3219	6.9658	4.3219	4.9069	4.3219	6.6439	6.7142	5.9069	5.1699	6.5999	6.5999	4.3219	5.0875	6.4429	6.5699	4.6439	5.5236	6.1293	5.9542	6.0444	6.3219	6.5236	5.585	4.9542	5.0444	5.8826	5.9307	5.5546	4.3219	5.585	5.4263	5.6439	4.3219	6.4594	6.0661	4.7004	5.6439	6.7004	4.3219	4.3219	5.0875	6.5392	6.5392	5.3923	5.3219
"PYCARD"	4.3219	5.7004	4.3219	5.4263	4.3219	4.4594	4.3219	5.0444	5.4594	4.3219	4.3219	5.3923	5.2479	6.8826	4.3219	5.2479	5.1699	4.4594	4.3219	5.3923	4.7004	6.0444	4.3219	5.1699	5	5.9069	4.3219	5.3219	4.7004	4.3219	4.3219	5	5.3576	5.7279	4.3219	5.2479	5.2854	4.3219	4.3219	4.585	6.2095	4.3219	5	5.5236	4.8074	4.3219	4.3219
"RAB6B"	12.661	10.107	12.904	10.749	11.52	10.006	12.466	9.5962	9.543	11.435	12.582	10.675	9.7665	11.147	12.908	10.813	10.291	12.072	12.906	10.669	9.6847	10.481	12.582	10.387	9.9099	11.798	12.888	10.688	9.7056	11.167	11.129	9.8186	10.085	11.42	11.303	10.543	10.035	12.064	12.369	10.251	11.019	11.363	12.462	10.601	10.094	12.095	12.404
"RAB7A"	11.317	9.9556	10.576	10.762	10.082	9.7846	9.5925	9.7566	9.4263	9.6384	11.864	11.241	9.1874	9.0168	11.584	11.302	10.739	10.678	11.767	11.205	10.17	10.703	11.444	11.072	10.275	10.961	11.572	11.194	10.017	9.9322	9.375	9.1799	9.9366	10.733	10.616	11.02	10.006	10.821	10.292	10.654	9.5058	9.1599	11.486	11.211	10.482	11.422	11.557
"RAC1"	12.771	12.214	12.681	12.163	12.595	11.669	12.777	11.981	11.98	12.934	12.655	12.226	11.866	12.959	12.845	12.329	11.981	12.912	12.856	12.268	11.616	13.013	12.75	12.127	11.839	12.919	12.734	12.214	11.602	12.548	12.822	11.562	11.924	12.749	12.934	12.102	11.697	12.647	12.705	11.895	12.662	12.9	12.873	12.194	12.039	12.867	12.72
"RAC2"	4.3219	4.9069	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.0875	6.3398	4.3219	4.3219	5.6439	7.4263	4.3219	4.3219	4.3219	4.9542	4.3219	4.3219	4.3219	6.7814	4.3219	4.3219	4.3219	5.6147	4.3219	4.3219	4.3219	6.1699	7.1497	4.585	4.3219	6.1293	4.3219	4.3219	5.3923	5.6439	4.3219	4.3219	6.8948	7.1293	4.3219	4.3219	4.3219	5.2479	4.3219
"RAD1"	7.9425	7.9773	7.8138	8.2574	7.7814	8.3663	7.7482	7.7279	7.6724	7.4429	7.7549	8.2095	8.0928	7.6366	8.0607	8.2527	8.1849	7.7004	8.0224	8.3219	7.9366	6.5236	7.96	8.1241	7.8517	7.5078	7.9944	8.0928	8.0768	7.1396	7.3398	8.0279	8.1699	7.3219	7.7211	8.2715	7.8074	7.7616	7.585	8.0768	7.2384	7.5469	7.9425	8.2854	7.7142	7.6653	7.7279
"RAD17"	7.6366	7.3663	7.3309	8.1849	6.9307	7.2479	6.7004	7.4757	6.9425	6.5999	8.1649	8.1241	6.7944	7.1293	8.1849	8.1799	7.9773	7.5699	7.983	8.1137	7.4838	7.6221	7.9773	8.0553	7.5999	7.4757	7.9248	8.0607	7.5157	7.0334	7.2946	6.2854	7.3576	7.4263	7.3923	8.0334	7.3663	7.4009	7.6724	7.9248	7.0224	7.6221	7.9542	8.1898	7.3309	7.3663	7.9248
"RAD50"	8.8041	7.585	8.7814	8.3354	7.4346	7.9248	8.3663	7.9715	7.4594	7.2854	8.9248	8.2479	7.4998	8.1033	8.9801	8.1849	8.3354	8.098	8.8424	8.1699	7.8765	7.8202	8.7142	8.1241	7.8392	8.0553	8.9744	8.1241	7.7074	7.1189	8.0498	7.098	7.9009	8.2527	7.8517	8.1085	7.7682	8.1497	8.3264	8.0715	7.6511	8.0112	8.5038	8.2715	7.9069	7.9366	8.6147
"RAD51"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"RAD51B"	6.6294	6.3398	6.6147	6.1699	7.4009	5.1293	6.3398	6	6.2479	7.098	6.3923	5.8826	5.7549	7.1799	6.1293	6.2668	5.9307	7.1898	6.2854	5.7814	6.3923	8.1033	6.1898	5.7814	6.3398	6.6294	6.2288	6.0224	6.5078	7.9248	7.6147	5.3576	5.7004	7.4998	7.4263	6.1085	6.2854	6.9307	7.3129	6.2479	7.7944	7.8704	6.4429	5.8074	5.8074	6.6294	6.7549
"RAD51C"	9.0553	8.8138	8.858	9.0848	8.4635	9.3399	8.633	8.7245	8.7846	8.3038	9.6707	9.2192	9.0224	7.983	9.4919	9.1163	9.1059	8.8455	9.568	9.1799	8.8041	7.9248	9.1319	9.1472	8.8918	8.6402	9.2336	9.0251	9.1137	8.5353	8.0768	8.9715	8.9887	8.4305	8.2336	9.0307	8.9218	8.8361	8.5118	8.8486	7.9248	7.6511	9.2216	9.0928	9	8.7347	9.3531
"RAD9A"	6.2668	7.0224	7	6.375	7.3487	6.3923	7.983	7.3837	7.2384	7.6511	6.0875	6.5546	7.3837	7.5157	6.1293	6.3923	6.2479	7.2574	6.0875	6.0224	7.4179	7.4838	6.1293	6.9542	6.8329	6.8074	6.3219	6.3219	7.2668	7.6439	8.1548	7.5546	7.1799	6.9069	7.4263	6.4094	6.9773	6.4429	6.9542	6.6724	7.8826	8.4757	6.9658	6.4094	7.3663	7.5236	6.7814
"RAG1"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3923	4.3219	4.9542	4.3219	4.3219	4.3219	4.3219	4.8074	4.3219	4.3219	4.3219	4.3219	4.9542	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.2854	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.7004	4.3219	4.3219	4.3219	4.3219
"RALA"	10.103	9.7944	10.57	9.6402	10.945	9.5507	10.76	9.8218	9.6275	10.576	9.8313	9.6202	9.9278	11.793	10.154	9.7993	9.3923	10.07	9.9715	9.4533	9.3443	10.314	10.132	9.2761	9.1874	10.017	10.018	9.6239	9.4263	10.235	11.494	10.022	9.6564	10.354	10.293	9.4409	9.4898	10.146	10.362	9.4429	10.642	11.24	9.7381	9.2264	9.2384	9.9787	9.7211
"RALB"	11.103	8.7004	10.926	9.3264	9.9189	8.1898	9.9542	8.8857	8.676	9.375	11.391	9.3663	8.5038	9.8595	11.533	9.7582	9.0444	9.8074	11.598	8.9972	8.8704	10.007	11.146	8.9887	8.8455	9.9204	11.287	9.4346	8.8887	9.5793	9.8455	8.0498	8.5392	9.9396	9.8765	9.4615	8.5314	9.973	10.106	9.1523	9.4115	9.69	10.853	9.3531	8.9069	10.191	11.06
"RAPGEF3"	7.5157	7.5774	8.3531	5.7814	9.9887	6.3923	8.8392	6.1085	7.7004	9.7022	7.2192	5.4594	7.3219	10.781	7.1898	5.7004	5.9069	8.4388	7.2668	5.6724	5.6439	9.8345	7.6795	6.0875	7.1396	8.5999	7.5622	6.2479	6.1699	9.3509	10.576	7.3309	6.7279	9.2946	8.9944	6.3576	6.7279	8.0444	8.4512	6.2854	9.7125	10.197	7.6935	5.8329	7.7142	7.9366	7.6653
"RB1CC1"	10.14	9.3197	9.7039	10.033	10.191	9.3421	10.027	9.4009	9.2167	8.8361	10.344	9.9263	9.0821	8.8234	10.416	9.983	9.7748	10.058	10.664	9.9527	9.4471	9.3815	10.436	9.8564	9.5078	10.331	10.449	9.8025	9.3597	9.9381	9.1447	8.9039	9.3129	9.7682	10.364	9.7863	9.2021	10.545	9.9233	9.5755	9.0362	9.0112	10.143	9.9972	9.6073	10.235	10.401
"RBFOX3"	10.304	10.708	10.363	10.51	9.6036	9.3945	9.9366	10.345	10.16	9.7108	10.132	11.061	9.7022	8.7879	10.45	10.994	10.712	10.07	10.367	11.107	10.015	8.4179	10.219	11.019	10.264	9.7582	10.219	10.669	10.148	9.29	8.8041	9.1997	10.211	9.1874	9.6092	10.716	9.9586	9.8918	9.9773	10.624	8.9687	8.9571	10.262	10.834	10.333	9.6795	10.191
"RELA"	7.2192	8.224	7.0768	7.8074	8.1396	8.6935	7.9189	7.7549	8.2336	7.8642	7.3219	7.9069	9.375	9.3859	7.1497	7.9009	7.8202	7.7415	7.0553	7.858	8.0875	8.8734	6.9887	7.7279	8.0821	7.7142	7.3129	7.8265	8.4798	8.388	8.8826	9.4409	8.4051	8.4838	8.1497	7.7004	8.3309	8.0553	7.8329	7.9129	8.9039	8.9307	7.3219	7.8265	8.4757	8.2761	7.3129
"RELB"	5.0875	5.0444	5.4263	4.585	4.3219	4.5236	4.3219	4.3219	5.5236	5.7279	5.3923	4.3219	5.3923	6.8202	5.6147	4.3923	5.5546	5.8074	5.8074	4.3219	4.3219	5.9773	5.2854	4.3219	5.3576	4.3219	4.9069	4.3219	5.0444	6.0875	7.4676	5.6724	4.3219	5.7004	4.3219	4.3219	5.7004	5.5546	4.9542	4.6439	7.0661	6.7549	5.4919	4.3219	5.9069	6.0661	5.2854
"RELN"	8.4263	12.854	9.7781	13.07	6.8826	11.703	9.5736	13.158	12.844	7.4263	10.191	12.738	11.91	7.1293	10.01	12.788	12.549	8.0224	8.2761	12.857	12.572	8.683	8.5699	12.779	12.866	7.7814	8.7912	12.422	12.459	6.6439	7.8826	11.801	12.59	7.8887	7.0444	12.82	12.734	7.0661	9.4009	12.665	8.4757	8.1599	9.4979	12.883	12.433	6.4919	10.138
"RGL1"	9.1059	8.4959	9.2384	8.8734	8.543	8.4009	8.7715	8.3399	8.585	8.8642	9.9144	8.9571	7.9248	9.0168	9.6129	8.7347	8.7814	9.3197	9.7482	8.9099	8.5999	9.7004	9.3399	9.0251	8.858	9.0028	9.7682	8.9513	8.585	8.9715	9.2992	8.0875	8.8517	9.568	9.4471	8.7482	8.5546	9.5736	9.2479	8.8857	9.2456	9.1241	9.1874	8.9773	8.8329	9.8186	9.5038
"RHOA"	7.7074	6.5999	8.6439	8.4998	8.1699	7.4263	8.3487	7.4263	6.2854	7.1898	9.224	9.2046	7.0444	8.9248	9.4221	8.9944	7.9009	8.3837	9.2668	9.0848	7.5774	9.1874	8.3129	8.6582	7.96	8.6582	9.3554	9.0634	7.1293	8.1997	8.9129	6.585	7.96	9.3576	9.2574	8.6795	7.9773	8.585	8.5584	7.8826	8.8297	8.9858	8.858	8.9337	8.2946	9.1085	9.0471
"RIPK1"	7.4512	8.1447	7.8948	8.3174	8.4346	8.5078	7.8826	7.7279	8.1849	7.96	7.1189	7.3219	8.2432	7.7879	7.1599	7.5999	8.2761	8.0768	7.0661	7.5314	7.7415	8.1189	7.1799	7.8329	7.9944	7.4512	7.1293	7.375	7.9425	7.7279	7.6865	8.0875	7.8642	7.8329	8.0112	7.8704	8.1997	7.5999	7.3923	7.96	8.1189	8.0875	7.5314	7.7616	8.5275	7.7682	7.6366
"RIPK2"	7.3309	6.3398	7.5078	6.1497	7.1898	6.3219	7.5236	6.3923	5.2854	7.4263	7.5157	5.9542	6.4263	7.0112	7.2946	6.4429	5.6147	7.4998	7.1799	5.9307	6	7.9425	7.2946	4.858	5.9773	7.1293	7.3663	6.4429	5.7004	7.4263	7.6511	6.6582	5.9542	7.9189	7.5314	6.0444	5.4594	7.7682	7.0661	5.858	7.4594	7.4009	7.5236	5.9307	6.585	8.0875	7.2854
"RNF8"	9.9054	9.7764	9.5255	9.8781	10.161	10.374	9.783	10.324	9.9498	9.5999	9.9233	9.9527	10.136	9.6018	9.8626	9.8564	9.6935	9.5831	9.8872	9.6952	10.198	9.633	9.8719	9.8704	9.7731	9.8265	9.8978	9.8994	10.059	9.8154	9.9425	10.083	9.9887	9.6636	10.106	9.9054	9.7381	10.069	9.6348	9.8281	9.4979	9.6312	9.7039	9.7465	10.079	9.5098	9.6935
"RPA1"	8.1799	7.7944	7.6935	8.6511	7.5925	8.1898	7.8329	8.1085	7.8265	7.2192	8.5546	9.0028	7.7482	7.7142	8.683	9.0444	8.5622	7.9366	8.8642	9.0471	8.1997	8.2046	8.4676	9.1396	8.3038	8.1033	8.8202	9.0196	8.1241	7.8265	7.8517	8.0553	8.224	8.2527	8.3399	8.9189	7.96	7.8704	7.8887	8.4959	7.9658	7.8455	8.5507	9.0901	8.6184	8.5236	8.5887
"RPL28"	12.841	12.497	12.559	12.703	13.019	11.707	12.8	12.279	12.037	12.564	13.201	12.654	11.528	12.618	13.346	12.918	12.499	12.963	13.155	12.702	11.948	13.44	13.097	12.695	12.281	13.235	12.883	12.778	11.863	12.911	13.012	11.45	12.076	13.046	13.074	12.69	12.177	12.968	12.798	12.464	13.307	13.37	13.222	12.711	12.872	13.367	13.262
"RPL29"	11.509	11.365	11.315	11.607	11.656	11.036	11.289	11.154	10.708	10.947	11.808	11.724	10.444	10.416	11.881	11.693	11.356	11.56	11.82	11.698	10.94	11.843	11.744	11.719	11.223	11.692	11.489	11.783	10.953	11.474	10.593	10.419	10.961	11.491	11.454	11.504	11.116	11.695	11.51	11.412	11.293	11.055	11.783	11.631	11.522	11.805	11.913
"RPL36AL"	9.2621	8.6221	8.7515	9.5622	9.4574	8.9366	8.5314	9.1319	7.9009	8.0224	10.141	10.128	8.1396	8.1293	10.219	10.142	9.4263	8.9629	10.196	10.209	9.0112	9.69	9.4305	9.9114	9.0553	9.4409	9.8704	10.365	8.7616	9.0444	8.3837	8.375	8.9337	9.3729	9.4818	9.5641	8.7879	9.2119	9.1163	9.5275	9.0084	8.8138	9.8009	10.081	9.403	9.7879	10.216
"RPL9"	12.452	12.048	12.093	13.176	12.222	12.402	12	12.141	11.277	11.193	12.886	13.188	11.055	11.316	13.052	13.296	12.827	12.328	12.928	13.243	12.074	12.602	12.675	13.333	12.35	12.743	12.545	13.222	12.087	12.035	11.576	10.698	12.092	12.247	12.547	12.991	12.06	12.431	12.404	12.679	11.93	11.85	12.781	13.27	12.766	12.556	12.934
"RPS10"	9.4325	8.633	9.4979	9.9337	9.5527	8.8918	9.6275	9.5469	8.0928	8.6073	10.537	10.767	8.4471	9.8424	10.464	10.322	9.5565	9.4615	10.616	10.505	8.9513	10.208	9.9972	10.83	9.7177	10.401	10.529	10.652	8.8642	9.8122	10.509	8.3174	9.5314	10.083	10.554	10.226	8.8234	9.6092	9.9189	9.7296	10.095	10.396	10.315	10.534	9.5981	10.174	10.539
"RPS2"	11.748	11.677	11.914	11.307	12.502	10.903	12.647	11.542	11.652	12.397	11.587	11.196	11.598	13.125	11.69	11.213	11.153	11.968	11.566	11.047	10.897	12.846	11.736	11.189	11.138	11.943	11.576	11.324	11.205	12.385	13.114	11.74	11.145	12.337	12.174	11.055	11.617	11.966	12.155	11.119	12.713	12.821	11.725	10.902	11.978	12.335	11.703
"RPS21"	12.465	12.429	12.224	12.691	13.046	12.443	12.602	12.347	11.934	11.993	12.544	12.644	12.329	11.65	12.727	12.772	12.212	12.232	12.441	12.585	11.972	12.648	12.27	12.801	12.123	12.957	12.311	12.815	11.952	12.68	11.519	11.896	12.277	12.477	13.051	12.557	12.039	12.7	12.611	12.329	12.303	12.171	12.694	12.677	12.417	12.525	12.603
"RPS3"	12.009	12.595	12.337	12.476	12.715	12.271	12.551	12.077	12.243	12.536	11.984	12.402	12.22	12.648	12.06	12.346	12.018	12.147	11.955	12.339	11.715	12.574	11.974	12.461	11.887	12.297	11.773	12.422	11.696	12.073	12.191	11.983	11.818	12.08	11.937	12.216	12.216	12.208	12.259	12.129	12.533	12.635	12.144	12.308	12.354	12.442	12.141
"RPS9"	10.228	10.314	10.397	10.369	11.17	9.8025	10.901	10.161	9.7142	10.612	10.58	10.709	9.5078	11.433	10.387	10.389	10.291	10.794	10.838	10.557	9.5981	11.115	10.577	10.275	10.111	10.953	10.423	10.613	9.4346	10.893	11.535	9.5294	9.9381	11.103	11.191	10.49	9.7125	10.154	10.689	10.085	11.297	11.517	10.684	10.445	10.491	10.774	10.563
"RRM2"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.8074	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"RSAD2"	7.1799	5.2854	6.9773	4.3219	6.9658	4.3219	7.2761	5.2479	4.3219	6.8202	6.5699	4.585	4.3219	4.3219	7.1997	6.0444	4.3219	7.0334	6.9542	4.9069	4.3219	7.1997	7.6221	4.858	4.7004	7.4757	7.1699	5.2095	4.5236	7.3129	4.3219	4.3219	4.3219	6.8455	7.1497	5.6147	4.3219	6.3038	7.9248	5.9307	6.1293	6.9773	7.0553	4.8074	4.3219	6.7944	6.6724
"RTN4RL1"	8.7074	5.9069	8.3219	6.9658	8.0821	6.4429	8.4051	7.1085	6.1497	7.5699	8.9337	6.9189	6.0444	8.0768	8.8041	6.9887	6.9425	8.3663	8.7381	6.9069	6.5236	7.5314	8.6935	7.0661	6.3576	8.0607	8.4009	7.0553	6.5999	7.6724	7.8826	5.9773	6.1699	8.1649	7.9542	6.8948	6.2479	8.3038	8.0875	7.0553	8.0444	8.3174	8.4919	7.2192	5.5546	7.96	8.5236
"S100A10"	7.2288	7.0661	7.6795	6.7814	8.4919	6.3398	7.9366	7.4757	8.2143	9.0251	7.6653	6.4263	7.7415	9.6987	7.4094	7.4263	7	7.9009	7.5157	6.4757	8.0875	10.212	7.9009	6.2288	7.7347	8.9454	7.2384	6.9658	7.9129	9.2715	9.3966	7.4263	7.3487	9.7415	8.0112	7.3219	8.7415	8.9744	7.5774	7.0444	9.3641	8.0607	7.2384	6.3398	10.209	10.471	7.2761
"S100A12"	4.3219	4.3219	4.3219	4.7004	4.3219	4.3219	4.3219	4.7549	4.3219	4.3219	4.3219	4.3219	5.0444	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.9542	7.7004	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.2854	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.8826	6.2668	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.4594	5.3923	4.3219
"S100B"	11.731	12.672	11.055	11.64	11.193	9.4115	11.148	11.284	11.291	11.618	11.856	12.373	9.5962	11.313	11.762	13.114	11.596	12.041	11.371	11.999	11.071	12.518	11.7	10.969	11.739	12.242	11.347	12.891	10.004	10.811	11.674	9.8502	10.762	12.796	12.107	11.957	10.988	10.893	11.769	11.928	11.472	11.482	11.764	11.673	12.103	12.077	12.047
"S1PR3"	6.0661	5.0875	5.1293	5.2854	7.4009	5.2095	6.7279	5.6147	6.0224	6.7142	5.9542	4.8074	6.6147	8.7879	6.2668	5.0444	5.0875	5.7814	5.9307	4.7549	6.0875	8.1189	5.7814	4.585	5.7814	6.6582	5.9307	4.7549	5.8074	7.2946	9.6653	6.7279	5.9307	7.7748	7.8517	5.2479	6.3038	7.1599	5.8329	5.0444	7.2384	7.7211	5.9307	4.3219	6.7814	7.4676	5.7004
"S1PR4"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"S1PR5"	6.7142	6.6294	6.6439	4.3219	8.9248	4.9542	6.2288	4.7549	6.0875	7.3487	6.3398	5.7814	6.1085	9.4221	5.7814	4.7004	5.0875	7.8138	7.2946	5.4594	4.5236	7.3129	7.3663	5.3219	4.7549	6.1898	6.8826	5.6147	4.3219	7.7004	7.585	4.3219	4.8074	6.3038	6.7682	4.3219	4.5236	6.9658	7.0444	5.0875	7.6724	8.5699	5.858	4.6439	6.3576	8.2336	6.1699
"SALL1"	6.585	5.8074	6.5078	4.7549	8.0279	4.585	6.4429	5.0875	5.0875	7.0553	7.1898	5.3576	5.6439	7.9248	6.8202	5.4919	5.2095	7.1898	6.2095	5.3923	4.5236	7.8392	6.8329	5.0444	5.2854	7.5622	6.9425	5.7004	5.2095	7.7616	7.6147	5.0444	5.4919	8.2479	7.585	5.0875	4.7004	7.0553	6.9542	5.4594	7.4838	7.7549	6.7279	4.3923	4.7004	6.3219	7.098
"SDHB"	10.867	10.319	10.625	10.64	10.219	9.9039	10.256	10.105	9.9189	9.9944	11.099	10.853	10.013	9.8074	11.061	10.85	10.568	10.556	11.066	10.763	10.017	10.35	10.95	10.573	10.17	10.365	10.901	10.666	9.8297	10.07	9.4388	9.6073	9.983	10.349	10.297	10.698	9.9054	10.48	10.341	10.449	10.19	10.025	10.819	10.743	10.34	10.79	10.851
